ID,Sexo,Ciudad,Asistencia,Nota_Final,Situación_Laboral,Nivel_Educativo_Prev,Conectividad_Hogar,Rango_Etario,Estado_Académico
L-2025-1246,M,La Plata,17,"7,63",Empleado en relación de dependencia,Secundario incompleto,Si,25 a 34,Aprobado
L-2025-1247,F,Mar del Plata,35,"7,03",Desempleado,Primario incompleto,Si,45 a 54,Destacado
L-2025-1248,M,Lanús,35,"7,55",Desempleado,Secundario completo,No,25 a 34,Aprobado
L-2025-1249,F,General San Martín,35,"9,34",Monotributista / independiente,Secundario completo,No,45 a 54,Destacado
L-2025-1250,F,Quilmes,36,"6,88",Ama de casa / tareas de cuidado,Primario incompleto,No,25 a 34,Aprobado
L-2025-1251,M,La Matanza,31,"9,86",Monotributista / independiente,Universitario incompleto,Si,45 a 54,Destacado
L-2025-1252,M,Quilmes,33,"8,81",Desempleado,Secundario completo,No,25 a 34,Aprobado
L-2025-1253,F,Almirante Brown,32,"7,29",Monotributista / independiente,Primario completo,Si,18 a 24,Aprobado
L-2025-1254,F,Merlo,36,"8,51",Monotributista / independiente,Terciario en curso,Si,25 a 34,Aprobado
L-2025-1255,F,La Matanza,35,"8,77",Monotributista / independiente,Secundario completo,Si,45 a 54,Aprobado
L-2025-1256,F,La Matanza,35,"6,99",Monotributista / independiente,Secundario completo,Si,25 a 34,Aprobado
L-2025-1257,F,La Plata,36,"8,98",Monotributista / independiente,Terciario en curso,Si,25 a 34,Aprobado
L-2025-1258,M,Lanús,33,"8,12",Empleo informal,Primario completo,Si,45 a 54,Aprobado
L-2025-1259,M,General San Martín,33,"7,14",Empleado en relación de dependencia,Secundario completo,Si,25 a 34,Aprobado
L-2025-1260,F,Avellaneda,37,"8,76",Monotributista / independiente,Secundario completo,Si,45 a 54,Aprobado
L-2025-1261,M,Mar del Plata,38,"6,23",Desempleado,Universitario completo,Si,25 a 34,Aprobado
L-2025-1262,F,Lanús,34,"9,41",Empleo informal,Terciario en curso,Si,45 a 54,Destacado
L-2025-1263,M,Lomas de Zamora,31,"8,30",Empleo informal,Secundario incompleto,Si,25 a 34,Aprobado
L-2025-1264,F,Avellaneda,34,"8,33",Empleado en relación de dependencia,Secundario completo,Si,45 a 54,Aprobado
L-2025-1265,M,La Matanza,37,"5,88",Desempleado,Universitario incompleto,No,55 y más,Desaprobado
L-2025-1266,M,La Plata,15,"9,40",Empleado en relación de dependencia,Secundario completo,No,25 a 34,Destacado
L-2025-1267,F,Lomas de Zamora,33,"8,86",Ama de casa / tareas de cuidado,Universitario completo,Si,25 a 34,Aprobado
L-2025-1268,F,La Plata,39,"9,15",Desempleado,Terciario en curso,No,25 a 34,Destacado
L-2025-1269,M,La Matanza,34,"5,60",No declara,Secundario completo,No,55 y más,Desaprobado
L-2025-1270,F,La Plata,32,"8,20",Empleo informal,Universitario incompleto,Si,25 a 34,Aprobado
L-2025-1271,M,Mar del Plata,22,"7,57",Empleado en relación de dependencia,Universitario completo,No,45 a 54,Aprobado
L-2025-1272,F,Almirante Brown,36,"8,73",Empleo informal,Secundario incompleto,Si,25 a 34,Aprobado
L-2025-1273,M,Mar del Plata,17,"8,49",Empleado en relación de dependencia,Secundario completo,Si,25 a 34,Aprobado
L-2025-1274,F,Mar del Plata,36,"6,66",Monotributista / independiente,Secundario completo,Si,35 a 44,Aprobado
L-2025-1275,F,Lomas de Zamora,31,"7,06",Empleado en relación de dependencia,Secundario incompleto,Si,35 a 44,Aprobado
L-2025-1276,F,General San Martín,31,"5,84",Empleo informal,Secundario completo,Si,35 a 44,Desaprobado
L-2025-1277,F,La Matanza,34,"8,58",Ama de casa / tareas de cuidado,Secundario completo,No,45 a 54,Aprobado
L-2025-1278,M,La Matanza,18,"4,43",Ama de casa / tareas de cuidado,Sin escolaridad formal,Si,25 a 34,Destacado
L-2025-1279,F,La Plata,31,"8,66",Empleado en relación de dependencia,Secundario completo,Si,25 a 34,Aprobado
L-2025-1280,M,La Matanza,36,"6,30",Empleo informal,Secundario completo,Si,35 a 44,Aprobado
L-2025-1281,F,La Matanza,35,"6,19",Ama de casa / tareas de cuidado,Secundario completo,Si,55 y más,Aprobado
L-2025-1282,F,La Matanza,17,"5,36",Empleado en relación de dependencia,Secundario incompleto,No,35 a 44,Desaprobado
L-2025-1283,M,La Matanza,36,"4,43",Monotributista / independiente,Sin escolaridad formal,No,45 a 54,Destacado
L-2025-1284,M,Mar del Plata,34,"8,61",Empleo informal,Universitario incompleto,Si,25 a 34,Aprobado
L-2025-1285,F,La Matanza,33,"9,90",Ama de casa / tareas de cuidado,Universitario incompleto,Si,25 a 34,Destacado
L-2025-1286,F,La Plata,34,"6,27",Empleo informal,Secundario completo,No,18 a 24,Aprobado
L-2025-1287,M,La Plata,35,"6,98",Monotributista / independiente,Terciario en curso,Si,18 a 24,Aprobado
L-2025-1288,F,Lomas de Zamora,37,"7,22",Empleo informal,Secundario completo,Si,55 y más,Aprobado
L-2025-1289,F,La Matanza,40,"3,99",Monotributista / independiente,Universitario incompleto,Si,45 a 54,Desaprobado
L-2025-1290,M,Mar del Plata,32,"7,16",No declara,Terciario completo,Si,25 a 34,Aprobado
L-2025-1291,M,Merlo,15,"6,89",Empleado en relación de dependencia,Primario incompleto,Si,25 a 34,Destacado
L-2025-1292,F,Lomas de Zamora,37,"6,50",Desempleado,Secundario completo,Si,18 a 24,Aprobado
L-2025-1293,F,La Plata,35,"8,68",Trabajos esporádicos,Secundario completo,Si,25 a 34,Aprobado
L-2025-1294,F,Mar del Plata,35,"7,07",Ama de casa / tareas de cuidado,Primario completo,Si,18 a 24,Aprobado
L-2025-1295,F,La Matanza,32,"8,40",Desempleado,Universitario completo,Si,25 a 34,Aprobado
L-2025-1296,F,Lomas de Zamora,32,"7,64",Empleado en relación de dependencia,Primario completo,Si,55 y más,Aprobado
L-2025-1297,M,Mar del Plata,38,"10,00",Empleado en relación de dependencia,Universitario completo,Si,45 a 54,Destacado
L-2025-1298,M,La Matanza,36,"7,06",Desempleado,Universitario completo,No,25 a 34,Aprobado
L-2025-1299,M,Mar del Plata,32,"9,06",Ama de casa / tareas de cuidado,Universitario incompleto,Si,25 a 34,Destacado
L-2025-1300,F,Lanús,34,"7,53",Monotributista / independiente,Secundario completo,Si,25 a 34,Aprobado
L-2025-1301,F,General San Martín,32,"8,36",Empleado en relación de dependencia,Secundario completo,Si,55 y más,Aprobado
L-2025-1302,F,Lanús,35,"6,75",Desempleado,Secundario completo,Si,45 a 54,Aprobado
L-2025-1303,F,La Plata,31,"6,94",Monotributista / independiente,Primario incompleto,Si,25 a 34,Destacado
L-2025-1304,M,La Matanza,36,"5,64",Empleado en relación de dependencia,Secundario completo,Si,35 a 44,Desaprobado
L-2025-1305,M,Lomas de Zamora,34,"6,84",Ama de casa / tareas de cuidado,Universitario incompleto,No,55 y más,Aprobado
L-2025-1306,M,La Plata,18,"10,00",Empleado en relación de dependencia,Primario completo,Si,45 a 54,Destacado
L-2025-1307,F,La Plata,16,"9,28",Ama de casa / tareas de cuidado,Universitario incompleto,Si,25 a 34,Destacado
L-2025-1308,F,Mar del Plata,35,"7,14",Empleo informal,Universitario incompleto,Si,35 a 44,Aprobado
L-2025-1309,M,Quilmes,33,"4,42",Ama de casa / tareas de cuidado,Secundario incompleto,No,45 a 54,Destacado
L-2025-1310,M,Mar del Plata,20,"5,90",Ama de casa / tareas de cuidado,Universitario completo,Si,18 a 24,Desaprobado
L-2025-1311,F,Merlo,35,"7,83",Trabajos esporádicos,Universitario incompleto,Si,25 a 34,Aprobado
L-2025-1312,F,Almirante Brown,36,"7,17",Trabajos esporádicos,Sin escolaridad formal,Si,25 a 34,Aprobado
L-2025-1313,F,General San Martín,34,"8,62",Empleo informal,Secundario incompleto,Si,25 a 34,Aprobado
L-2025-1314,M,General San Martín,37,"7,18",Desempleado,Primario completo,Si,55 y más,Aprobado
L-2025-1315,F,General San Martín,36,"9,21",Empleo informal,Primario completo,No,45 a 54,Destacado
L-2025-1316,M,General San Martín,15,"5,44",Empleado en relación de dependencia,Primario completo,No,25 a 34,Destacado
L-2025-1317,M,Quilmes,39,"8,12",Desempleado,Secundario incompleto,Si,25 a 34,Aprobado
L-2025-1318,M,La Plata,18,"9,10",Empleado en relación de dependencia,Terciario en curso,Si,25 a 34,Destacado
L-2025-1319,F,Avellaneda,33,"4,03",Empleado en relación de dependencia,Secundario completo,No,55 y más,Desaprobado
L-2025-1320,F,Merlo,36,"8,25",Desempleado,Universitario incompleto,No,25 a 34,Aprobado
L-2025-1321,F,Mar del Plata,33,"6,16",Monotributista / independiente,Secundario completo,No,18 a 24,Aprobado
L-2025-1322,F,La Matanza,34,"6,27",Empleado en relación de dependencia,Secundario completo,Si,35 a 44,Aprobado
L-2025-1323,M,Avellaneda,38,"6,39",Desempleado,Universitario incompleto,Si,18 a 24,Aprobado
L-2025-1324,F,General San Martín,36,"8,23",Desempleado,Terciario completo,Si,25 a 34,Aprobado
L-2025-1325,M,La Matanza,35,"8,50",Desempleado,Terciario en curso,Si,18 a 24,Aprobado
L-2025-1326,M,La Plata,35,"7,29",Monotributista / independiente,Terciario completo,Si,25 a 34,Aprobado
L-2025-1327,F,La Plata,36,"8,13",Ama de casa / tareas de cuidado,Secundario completo,No,18 a 24,Aprobado
L-2025-1328,F,Merlo,34,"8,66",Empleo informal,Secundario completo,Si,25 a 34,Aprobado
L-2025-1329,F,Lomas de Zamora,36,"9,02",Empleado en relación de dependencia,Secundario completo,No,45 a 54,Destacado
L-2025-1330,M,Almirante Brown,34,"9,62",Empleado en relación de dependencia,Secundario completo,Si,25 a 34,Destacado
L-2025-1331,F,La Plata,36,"8,76",Ama de casa / tareas de cuidado,Secundario completo,Si,25 a 34,Aprobado
L-2025-1332,M,La Plata,16,"7,30",Empleado en relación de dependencia,Secundario completo,Si,45 a 54,Aprobado
L-2025-1333,F,La Matanza,18,"8,04",Ama de casa / tareas de cuidado,Secundario incompleto,Si,25 a 34,Aprobado
L-2025-1334,F,Mar del Plata,34,"5,97",Empleo informal,Universitario incompleto,No,35 a 44,Desaprobado
L-2025-1335,M,La Matanza,33,"4,27",Ama de casa / tareas de cuidado,Sin escolaridad formal,Si,25 a 34,Destacado
L-2025-1336,M,Lomas de Zamora,38,"5,88",Empleado en relación de dependencia,Secundario completo,Si,35 a 44,Desaprobado
L-2025-1337,F,La Matanza,36,"6,95",Empleo informal,Secundario incompleto,No,18 a 24,Aprobado
L-2025-1338,F,Lanús,38,"8,20",Ama de casa / tareas de cuidado,Secundario completo,Si,25 a 34,Aprobado
L-2025-1339,M,Lomas de Zamora,17,"10,00",Empleado en relación de dependencia,Secundario incompleto,Si,55 y más,Destacado
L-2025-1340,F,Avellaneda,32,"9,24",Ama de casa / tareas de cuidado,Terciario en curso,No,25 a 34,Destacado
L-2025-1341,F,Lomas de Zamora,35,"9,70",Ama de casa / tareas de cuidado,Universitario incompleto,Si,25 a 34,Destacado
L-2025-1342,M,Merlo,34,"9,14",Desempleado,Universitario completo,Si,25 a 34,Destacado
L-2025-1343,F,La Plata,39,"6,91",Empleo informal,Terciario completo,Si,45 a 54,Aprobado
L-2025-1344,M,Quilmes,38,"7,50",Ama de casa / tareas de cuidado,Terciario en curso,No,25 a 34,Aprobado
L-2025-1345,F,La Matanza,38,"7,03",Ama de casa / tareas de cuidado,Primario incompleto,No,45 a 54,Aprobado
L-2025-1346,M,La Matanza,31,"7,46",Desempleado,Universitario incompleto,Si,25 a 34,Aprobado
L-2025-1347,M,Lomas de Zamora,32,"3,95",Empleado en relación de dependencia,Secundario completo,Si,55 y más,Desaprobado
L-2025-1348,M,Lomas de Zamora,34,"9,70",Ama de casa / tareas de cuidado,Secundario completo,Si,25 a 34,Destacado
L-2025-1349,M,Mar del Plata,37,"3,77",Monotributista / independiente,Secundario incompleto,Si,35 a 44,Desaprobado
L-2025-1350,M,La Matanza,34,"7,50",Empleo informal,Terciario en curso,Si,45 a 54,Aprobado
L-2025-1351,M,La Matanza,16,"5,52",Empleado en relación de dependencia,Secundario completo,Si,35 a 44,Desaprobado
L-2025-1352,F,Lomas de Zamora,32,"4,42",Monotributista / independiente,Universitario incompleto,Si,55 y más,Desaprobado
L-2025-1353,F,General San Martín,16,"6,86",Empleado en relación de dependencia,Secundario completo,No,35 a 44,Aprobado
L-2025-1354,M,La Plata,34,"6,65",Empleo informal,Secundario completo,Si,25 a 34,Aprobado
L-2025-1355,F,Quilmes,31,"5,65",Trabajos esporádicos,Universitario incompleto,Si,35 a 44,Desaprobado
L-2025-1356,M,Almirante Brown,37,"10,00",Empleo informal,Terciario completo,Si,25 a 34,Destacado
L-2025-1357,M,Mar del Plata,36,"4,88",Monotributista / independiente,Secundario incompleto,Si,35 a 44,Desaprobado
L-2025-1358,M,Almirante Brown,31,"6,67",Desempleado,Secundario completo,Si,55 y más,Aprobado
L-2025-1359,F,Lanús,34,"6,85",Monotributista / independiente,Secundario completo,Si,18 a 24,Aprobado
L-2025-1360,M,General San Martín,38,"8,28",Empleo informal,Secundario completo,Si,25 a 34,Aprobado
L-2025-1361,F,Lanús,33,"5,40",Desempleado,Universitario completo,No,25 a 34,Desaprobado
L-2025-1362,F,La Matanza,34,"4,90",Empleo informal,Primario completo,Si,18 a 24,Desaprobado
L-2025-1363,F,Almirante Brown,37,"8,98",Monotributista / independiente,Secundario completo,No,45 a 54,Aprobado
L-2025-1364,M,Mar del Plata,37,"6,91",Empleo informal,Terciario en curso,Si,25 a 34,Aprobado
L-2025-1365,M,La Matanza,18,"2,79",Trabajos esporádicos,Primario incompleto,Si,45 a 54,Desaprobado
L-2025-1366,F,Quilmes,36,"6,43",Empleo informal,Secundario incompleto,Si,18 a 24,Aprobado
L-2025-1367,F,Mar del Plata,36,"6,45",No declara,Universitario completo,Si,35 a 44,Aprobado
L-2025-1368,F,La Matanza,38,"7,23",Desempleado,Secundario incompleto,No,35 a 44,Aprobado
L-2025-1369,M,La Plata,23,"5,61",Ama de casa / tareas de cuidado,Secundario incompleto,Si,25 a 34,Desaprobado
L-2025-1370,M,La Matanza,36,"6,74",Empleo informal,Secundario completo,No,25 a 34,Aprobado
L-2025-1371,F,Avellaneda,33,"7,49",Monotributista / independiente,Secundario incompleto,Si,25 a 34,Aprobado
L-2025-1372,M,La Plata,36,"9,11",Monotributista / independiente,Terciario en curso,No,25 a 34,Destacado
L-2025-1373,M,General San Martín,33,"5,38",Monotributista / independiente,Primario completo,Si,25 a 34,Aprobado
L-2025-1374,F,Mar del Plata,35,"5,57",Empleado en relación de dependencia,Universitario incompleto,No,18 a 24,Desaprobado
L-2025-1375,M,Lomas de Zamora,16,"7,90",Empleado en relación de dependencia,Secundario completo,Si,45 a 54,Aprobado
L-2025-1376,F,Almirante Brown,33,"6,81",Empleo informal,Terciario en curso,Si,25 a 34,Aprobado
L-2025-1377,M,Merlo,36,"6,47",No declara,Secundario completo,No,25 a 34,Aprobado
L-2025-1378,F,Almirante Brown,33,"7,48",Ama de casa / tareas de cuidado,Secundario completo,Si,35 a 44,Aprobado
L-2025-1379,M,La Matanza,34,"5,40",Empleado en relación de dependencia,Primario completo,Si,45 a 54,Destacado
L-2025-1380,F,La Plata,35,"6,65",Trabajos esporádicos,Secundario completo,Si,18 a 24,Aprobado
L-2025-1381,M,Mar del Plata,36,"6,48",Ama de casa / tareas de cuidado,Secundario completo,No,18 a 24,Aprobado
L-2025-1382,F,Quilmes,31,"5,15",Desempleado,Universitario incompleto,Si,35 a 44,Desaprobado
L-2025-1383,M,Quilmes,34,"7,03",No declara,Secundario completo,No,18 a 24,Aprobado
L-2025-1384,F,La Matanza,36,"6,09",Monotributista / independiente,Secundario incompleto,Si,35 a 44,Aprobado
L-2025-1385,F,La Plata,38,"7,63",Ama de casa / tareas de cuidado,Universitario incompleto,No,35 a 44,Aprobado
L-2025-1386,M,La Matanza,18,"9,40",Trabajos esporádicos,Terciario en curso,Si,45 a 54,Destacado
L-2025-1387,F,La Matanza,38,"7,48",Empleado en relación de dependencia,Primario completo,Si,25 a 34,Aprobado
L-2025-1388,M,Almirante Brown,32,"6,96",Empleo informal,Primario incompleto,Si,45 a 54,Destacado
L-2025-1389,M,La Matanza,32,"8,11",Empleo informal,Secundario completo,Si,25 a 34,Aprobado
L-2025-1390,F,La Matanza,33,"10,00",Desempleado,Secundario completo,Si,25 a 34,Destacado
L-2025-1391,F,La Matanza,33,"8,07",Empleado en relación de dependencia,Secundario incompleto,Si,25 a 34,Aprobado
L-2025-1392,M,General San Martín,34,"6,40",Desempleado,Universitario incompleto,Si,55 y más,Aprobado
L-2025-1393,M,Avellaneda,35,"7,68",Empleado en relación de dependencia,Secundario completo,Si,35 a 44,Aprobado
L-2025-1394,M,Mar del Plata,15,"6,48",Monotributista / independiente,Secundario incompleto,No,35 a 44,Aprobado
L-2025-1395,F,Quilmes,32,"6,23",Ama de casa / tareas de cuidado,Secundario completo,Si,25 a 34,Aprobado
L-2025-1396,M,General San Martín,40,"4,43",Monotributista / independiente,Sin escolaridad formal,Si,25 a 34,Aprobado
L-2025-1397,F,La Matanza,33,"7,43",Empleo informal,Secundario completo,No,25 a 34,Aprobado
L-2025-1398,M,Mar del Plata,32,"8,15",Ama de casa / tareas de cuidado,Secundario completo,Si,25 a 34,Aprobado
L-2025-1399,F,Lomas de Zamora,35,"9,81",Desempleado,Secundario completo,No,45 a 54,Destacado
L-2025-1400,M,La Plata,34,"7,93",Empleado en relación de dependencia,Secundario completo,Si,35 a 44,Aprobado
L-2025-1401,F,La Plata,16,"5,22",Empleado en relación de dependencia,Secundario incompleto,Si,35 a 44,Desaprobado
L-2025-1402,M,Avellaneda,36,"6,18",Empleado en relación de dependencia,Terciario en curso,Si,35 a 44,Aprobado
L-2025-1403,F,Mar del Plata,34,"7,26",Empleado en relación de dependencia,Secundario incompleto,Si,25 a 34,Aprobado
L-2025-1404,M,Mar del Plata,36,"7,07",Ama de casa / tareas de cuidado,Universitario incompleto,Si,25 a 34,Aprobado
L-2025-1405,M,La Plata,35,"9,08",Empleado en relación de dependencia,Secundario incompleto,Si,25 a 34,Destacado
L-2025-1406,M,La Plata,22,"7,16",Ama de casa / tareas de cuidado,Terciario completo,Si,35 a 44,Aprobado
L-2025-1407,M,Mar del Plata,38,"5,67",Empleado en relación de dependencia,Secundario completo,Si,35 a 44,Desaprobado
L-2025-1408,F,Lomas de Zamora,36,"6,29",Empleo informal,Universitario incompleto,Si,25 a 34,Aprobado
L-2025-1409,M,Lomas de Zamora,37,"8,48",Monotributista / independiente,Universitario completo,Si,45 a 54,Aprobado
L-2025-1410,M,Merlo,34,"5,47",Ama de casa / tareas de cuidado,Secundario completo,Si,35 a 44,Desaprobado
L-2025-1411,M,Merlo,35,"7,01",Empleado en relación de dependencia,Primario incompleto,Si,25 a 34,Aprobado
L-2025-1412,F,Avellaneda,35,"6,40",Ama de casa / tareas de cuidado,Secundario incompleto,Si,35 a 44,Aprobado
L-2025-1413,F,Mar del Plata,22,"5,91",Ama de casa / tareas de cuidado,Secundario incompleto,Si,35 a 44,Desaprobado
L-2025-1414,M,Lanús,34,"9,56",Ama de casa / tareas de cuidado,Secundario completo,Si,25 a 34,Destacado
L-2025-1415,F,La Plata,35,"10,00",Monotributista / independiente,Secundario incompleto,No,25 a 34,Destacado
L-2025-1416,F,Almirante Brown,20,"8,88",Empleado en relación de dependencia,Universitario incompleto,No,45 a 54,Aprobado
L-2025-1417,F,Mar del Plata,34,"8,03",Empleado en relación de dependencia,Secundario completo,No,35 a 44,Aprobado
L-2025-1418,M,Quilmes,38,"6,86",Ama de casa / tareas de cuidado,Secundario completo,Si,35 a 44,Aprobado
L-2025-1419,M,Lomas de Zamora,32,"10,00",Empleado en relación de dependencia,Universitario incompleto,Si,25 a 34,Destacado
L-2025-1420,M,Quilmes,39,"8,87",Desempleado,Terciario en curso,Si,45 a 54,Aprobado
L-2025-1421,M,Avellaneda,23,"5,85",Ama de casa / tareas de cuidado,Primario completo,Si,55 y más,Desaprobado
L-2025-1422,M,Quilmes,15,"8,12",Empleado en relación de dependencia,Secundario completo,Si,25 a 34,Aprobado
L-2025-1423,F,Quilmes,34,"8,01",Empleado en relación de dependencia,Terciario en curso,No,25 a 34,Aprobado
L-2025-1424,M,Almirante Brown,34,"7,29",Ama de casa / tareas de cuidado,Terciario completo,Si,25 a 34,Aprobado
L-2025-1425,F,Lomas de Zamora,36,"8,44",Empleo informal,Secundario completo,Si,45 a 54,Aprobado
L-2025-1426,F,Almirante Brown,36,"6,87",Monotributista / independiente,Secundario incompleto,Si,25 a 34,Aprobado
L-2025-1427,F,La Matanza,15,"10,00",Trabajos esporádicos,Secundario completo,Si,25 a 34,Destacado
L-2025-1428,F,La Matanza,34,"8,43",Desempleado,Secundario completo,Si,25 a 34,Aprobado
L-2025-1429,F,Lomas de Zamora,34,"7,88",Ama de casa / tareas de cuidado,Universitario incompleto,Si,45 a 54,Aprobado
L-2025-1430,M,Quilmes,36,"6,71",Desempleado,Primario completo,Si,35 a 44,Aprobado
L-2025-1431,F,Almirante Brown,36,"8,00",Desempleado,Secundario completo,Si,25 a 34,Aprobado
L-2025-1432,M,La Matanza,34,"5,35",Monotributista / independiente,Secundario completo,Si,35 a 44,Desaprobado
L-2025-1433,M,Quilmes,34,"6,36",Desempleado,Universitario incompleto,Si,25 a 34,Aprobado
